surah_number,ayah_number,tafsir_text
30,1,إلا آية: [الروم: 17]... إلى آخره. لما بشر المحسنين بالإعانة، أعقبه بما ينبيء عن تبشريهم بالنصر على الأعداء فقال { بِسمِ ٱللهِ ٱلرَّحْمٰنِ ٱلرَّحِيـمِ * الۤـمۤ * غُلِبَتِ ٱلرُّومُ }: عن مشركي فارس، وكانوا أهل الكتاب { فِيۤ أَدْنَى }: أقرب { ٱلأَرْضِ }: من العرب أي: الشام { وَهُم مِّن بَعْدِ غَلَبِهِمْ }: مغلوبيتهم { سَيَغْلِبُونَ * فِي بِضْعِ سِنِينَ }: ما بين الثلاث إلى التسع أو العشر، فغلبوا في السنة السابعة { لِلَّهِ ٱلأَمْرُ مِن قَبْلُ }: قبل غلبهم { وَمِن بَعْدُ }: بعد غلبهم { وَيَوْمَئِذٍ }: يوم يغلبون على فارِس وكان يوم بدر { يَفْرَحُ ٱلْمُؤْمِنُونَ * بِنَصْرِ ٱللَّهِ }: تفاؤلا بغلبة إخوانهم من أهل الكتاب كما أن المشركين تفاءَلواْ بعكسه.  *[حُكْم المرَاهَنَة]: واعلم أن مراهنة الصديق - رضي الله تعالى عنه - مع أُبيّ بن خلف في نجاز هذا الوعد بمائة قَلُوص، وأخذه - رضي الله عنه - من تركته لا تدل على جواز العقود الفاسدة في دار الحرب لكونه قبل تحريم القمار { يَنصُرُ مَن يَشَآءُ وَهُوَ ٱلْعَزِيزُ }: بالانتقام { ٱلرَّحِيمُ }: بالنصر { وَعْدَ ٱللَّهِ }: مصدرٌ مؤكد لنفسه { لاَ يُخْلِفُ ٱللَّهُ وَعْدَهُ وَلَـٰكِنَّ أَكْثَرَ ٱلنَّاسِ لاَ يَعْلَمُونَ }: صحته { يَعْلَمُونَ ظَاهِراً مِّنَ ٱلْحَيَاةِ ٱلدُّنْيَا }: من التمتع بها لا باطنها من أنها مزرعة الآخرة، أو زائلا منها { وَهُمْ عَنِ ٱلآخِرَةِ هُمْ غَافِلُونَ * أَوَلَمْ يَتَفَكَّرُواْ }: يحدثوا التفكر { فِيۤ أَنفُسِهِمْ }: فيعلموا { مَّا خَلَقَ ٱللَّهُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضَ وَمَا بَيْنَهُمَآ إِلاَّ }: ملتبسا { بِٱلْحَقِّ }: لا عبثا { وَأَجَلٍ }: بأجل { مُّسَمًّى }: لها ينتهي عنده وهو القيامة { وَإِنَّ كَثِيراً مِّنَ ٱلنَّاسِ بِلِقَآءِ رَبِّهِمْ }: القيامة سماها بها لأنها معظم نعيمها { لَكَافِرُونَ * أَوَلَمْ يَسيرُواْ فِي ٱلأَرْضِ فَيَنظُرُواْ كَيْفَ كَانَ عَاقِبَةُ }: المكذبين { ٱلَّذِينَ مِن قَبْلِهِمْ }: كيف أهلكوا فيعتبروا { كَانُوۤاْ أَشَدَّ مِنْهُمْ قُوَّةً وَأَثَارُواْ }: قلبوا { ٱلأَرْضَ }: للزراعة { وَعَمَرُوهَآ أَكْثَرَ مِمَّا عَمَرُوهَا }: أي: أهل مكة { وَجَآءَتْهُمْ رُسُلُهُم بِٱلْبَيِّنَاتِ }: من الحجج فكذبوهم { فَمَا كَانَ ٱللَّهُ لِيَظْلِمَهُمْ }: بإهلاكهم { وَلَـٰكِن كَانُوۤاْ أَنفُسَهُمْ يَظْلِمُونَ }: بفعل ما استحقوا به { ثُمَّ كَانَ عَاقِبَةَ ٱلَّذِينَ أَسَاءُواْ }: أي: عاقبتهم بعد الإهلاك العقوبة { #1649;لسُّوۤأَىٰ }: تأنيث أسوأ لأن { أَن }: لأن { كَذَّبُواْ بِآيَاتِ ٱللَّهِ وَكَانُواْ بِهَا يَسْتَهْزِئُونَ * ٱللَّهُ يَبْدَؤُاْ }: ينشيء { ٱلْخَلْقَ ثُمَّ يُعِيدُهُ }: بعد الموت { ثُمَّ إِلَيْهِ تُرْجَعُونَ }: للجزاء { وَيَوْمَ تَقُومُ ٱلسَّاعَةُ يُبْلِسُ }: يسكت آيسا متحيرا { ٱلْمُجْرِمُونَ * وَلَمْ يَكُن لَّهُمْ مِّن شُرَكَآئِهِمْ }: الأصنام { شُفَعَاءُ وَكَانُواْ }: بعد اليأس { بِشُرَكَآئِهِمْ كَافِرِينَ * وَيَوْمَ تَقُومُ ٱلسَّاعَةُ يَوْمَئِذٍ }: للتأكيد { يَتَفَرَّقُونَ }: المؤمنون والكفار { فَأَمَّا ٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّالِحَاتِ فَهُمْ فِي رَوْضَةٍ }: أرض ذات أزهار وأنهار { يُحْبَرُونَ }: يسرون سرورا تهللت به وجوههم { وَأَمَّا ٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِآيَاتِنَا وَلِقَآءِ ٱلآخِرَةِ فَأُوْلَـٰئِكَ فِي ٱلْعَذَابِ مُحْضَرُونَ }: لا يغيبون عنه { فَسُبْحَانَ ٱللَّهِ }: أي: سبحوه أو صلوا { حِينَ تُمْسُونَ }: تدخلون في المساء، وفيه صلاتا العشاءين { وَحِينَ تُصْبِحُونَ }: فيه صلاة الصبح { وَلَهُ ٱلْحَمْدُ فِي ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ }: اعتراض أي: بحمده أهلها { وَ }: سبحوه { عَشِيّاً }: صلاة العصر { وَحِينَ تُظْهِرُونَ }: تدخلون في الظهيرة، أي: وسط النهار، أي: صلوا الظهر { يُخْرِجُ ٱلْحَيَّ }: كالإنسان { مِنَ ٱلْمَيِّتِ }: كالنطفة { وَيُخْرِجُ ٱلْمَيِّتَ }: كالنطفة { مِنَ ٱلْحَيِّ }: كإلإنسان { وَيُحْي ٱلأَرْضَ }: بالنبات { بَعْدَ مَوْتِهَا }: يبسها { وَكَذَلِكَ }: الإخراج { تُخْرَجُونَ }: إلى البعث
30,2,إلا آية: [الروم: 17]... إلى آخره. لما بشر المحسنين بالإعانة، أعقبه بما ينبيء عن تبشريهم بالنصر على الأعداء فقال { بِسمِ ٱللهِ ٱلرَّحْمٰنِ ٱلرَّحِيـمِ * الۤـمۤ * غُلِبَتِ ٱلرُّومُ }: عن مشركي فارس، وكانوا أهل الكتاب { فِيۤ أَدْنَى }: أقرب { ٱلأَرْضِ }: من العرب أي: الشام { وَهُم مِّن بَعْدِ غَلَبِهِمْ }: مغلوبيتهم { سَيَغْلِبُونَ * فِي بِضْعِ سِنِينَ }: ما بين الثلاث إلى التسع أو العشر، فغلبوا في السنة السابعة { لِلَّهِ ٱلأَمْرُ مِن قَبْلُ }: قبل غلبهم { وَمِن بَعْدُ }: بعد غلبهم { وَيَوْمَئِذٍ }: يوم يغلبون على فارِس وكان يوم بدر { يَفْرَحُ ٱلْمُؤْمِنُونَ * بِنَصْرِ ٱللَّهِ }: تفاؤلا بغلبة إخوانهم من أهل الكتاب كما أن المشركين تفاءَلواْ بعكسه.  *[حُكْم المرَاهَنَة]: واعلم أن مراهنة الصديق - رضي الله تعالى عنه - مع أُبيّ بن خلف في نجاز هذا الوعد بمائة قَلُوص، وأخذه - رضي الله عنه - من تركته لا تدل على جواز العقود الفاسدة في دار الحرب لكونه قبل تحريم القمار { يَنصُرُ مَن يَشَآءُ وَهُوَ ٱلْعَزِيزُ }: بالانتقام { ٱلرَّحِيمُ }: بالنصر { وَعْدَ ٱللَّهِ }: مصدرٌ مؤكد لنفسه { لاَ يُخْلِفُ ٱللَّهُ وَعْدَهُ وَلَـٰكِنَّ أَكْثَرَ ٱلنَّاسِ لاَ يَعْلَمُونَ }: صحته { يَعْلَمُونَ ظَاهِراً مِّنَ ٱلْحَيَاةِ ٱلدُّنْيَا }: من التمتع بها لا باطنها من أنها مزرعة الآخرة، أو زائلا منها { وَهُمْ عَنِ ٱلآخِرَةِ هُمْ غَافِلُونَ * أَوَلَمْ يَتَفَكَّرُواْ }: يحدثوا التفكر { فِيۤ أَنفُسِهِمْ }: فيعلموا { مَّا خَلَقَ ٱللَّهُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضَ وَمَا بَيْنَهُمَآ إِلاَّ }: ملتبسا { بِٱلْحَقِّ }: لا عبثا { وَأَجَلٍ }: بأجل { مُّسَمًّى }: لها ينتهي عنده وهو القيامة { وَإِنَّ كَثِيراً مِّنَ ٱلنَّاسِ بِلِقَآءِ رَبِّهِمْ }: القيامة سماها بها لأنها معظم نعيمها { لَكَافِرُونَ * أَوَلَمْ يَسيرُواْ فِي ٱلأَرْضِ فَيَنظُرُواْ كَيْفَ كَانَ عَاقِبَةُ }: المكذبين { ٱلَّذِينَ مِن قَبْلِهِمْ }: كيف أهلكوا فيعتبروا { كَانُوۤاْ أَشَدَّ مِنْهُمْ قُوَّةً وَأَثَارُواْ }: قلبوا { ٱلأَرْضَ }: للزراعة { وَعَمَرُوهَآ أَكْثَرَ مِمَّا عَمَرُوهَا }: أي: أهل مكة { وَجَآءَتْهُمْ رُسُلُهُم بِٱلْبَيِّنَاتِ }: من الحجج فكذبوهم { فَمَا كَانَ ٱللَّهُ لِيَظْلِمَهُمْ }: بإهلاكهم { وَلَـٰكِن كَانُوۤاْ أَنفُسَهُمْ يَظْلِمُونَ }: بفعل ما استحقوا به { ثُمَّ كَانَ عَاقِبَةَ ٱلَّذِينَ أَسَاءُواْ }: أي: عاقبتهم بعد الإهلاك العقوبة { #1649;لسُّوۤأَىٰ }: تأنيث أسوأ لأن { أَن }: لأن { كَذَّبُواْ بِآيَاتِ ٱللَّهِ وَكَانُواْ بِهَا يَسْتَهْزِئُونَ * ٱللَّهُ يَبْدَؤُاْ }: ينشيء { ٱلْخَلْقَ ثُمَّ يُعِيدُهُ }: بعد الموت { ثُمَّ إِلَيْهِ تُرْجَعُونَ }: للجزاء { وَيَوْمَ تَقُومُ ٱلسَّاعَةُ يُبْلِسُ }: يسكت آيسا متحيرا { ٱلْمُجْرِمُونَ * وَلَمْ يَكُن لَّهُمْ مِّن شُرَكَآئِهِمْ }: الأصنام { شُفَعَاءُ وَكَانُواْ }: بعد اليأس { بِشُرَكَآئِهِمْ كَافِرِينَ * وَيَوْمَ تَقُومُ ٱلسَّاعَةُ يَوْمَئِذٍ }: للتأكيد { يَتَفَرَّقُونَ }: المؤمنون والكفار { فَأَمَّا ٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّالِحَاتِ فَهُمْ فِي رَوْضَةٍ }: أرض ذات أزهار وأنهار { يُحْبَرُونَ }: يسرون سرورا تهللت به وجوههم { وَأَمَّا ٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِآيَاتِنَا وَلِقَآءِ ٱلآخِرَةِ فَأُوْلَـٰئِكَ فِي ٱلْعَذَابِ مُحْضَرُونَ }: لا يغيبون عنه { فَسُبْحَانَ ٱللَّهِ }: أي: سبحوه أو صلوا { حِينَ تُمْسُونَ }: تدخلون في المساء، وفيه صلاتا العشاءين { وَحِينَ تُصْبِحُونَ }: فيه صلاة الصبح { وَلَهُ ٱلْحَمْدُ فِي ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ }: اعتراض أي: بحمده أهلها { وَ }: سبحوه { عَشِيّاً }: صلاة العصر { وَحِينَ تُظْهِرُونَ }: تدخلون في الظهيرة، أي: وسط النهار، أي: صلوا الظهر { يُخْرِجُ ٱلْحَيَّ }: كالإنسان { مِنَ ٱلْمَيِّتِ }: كالنطفة { وَيُخْرِجُ ٱلْمَيِّتَ }: كالنطفة { مِنَ ٱلْحَيِّ }: كإلإنسان { وَيُحْي ٱلأَرْضَ }: بالنبات { بَعْدَ مَوْتِهَا }: يبسها { وَكَذَلِكَ }: الإخراج { تُخْرَجُونَ }: إلى البعث
30,3,إلا آية: [الروم: 17]... إلى آخره. لما بشر المحسنين بالإعانة، أعقبه بما ينبيء عن تبشريهم بالنصر على الأعداء فقال { بِسمِ ٱللهِ ٱلرَّحْمٰنِ ٱلرَّحِيـمِ * الۤـمۤ * غُلِبَتِ ٱلرُّومُ }: عن مشركي فارس، وكانوا أهل الكتاب { فِيۤ أَدْنَى }: أقرب { ٱلأَرْضِ }: من العرب أي: الشام { وَهُم مِّن بَعْدِ غَلَبِهِمْ }: مغلوبيتهم { سَيَغْلِبُونَ * فِي بِضْعِ سِنِينَ }: ما بين الثلاث إلى التسع أو العشر، فغلبوا في السنة السابعة { لِلَّهِ ٱلأَمْرُ مِن قَبْلُ }: قبل غلبهم { وَمِن بَعْدُ }: بعد غلبهم { وَيَوْمَئِذٍ }: يوم يغلبون على فارِس وكان يوم بدر { يَفْرَحُ ٱلْمُؤْمِنُونَ * بِنَصْرِ ٱللَّهِ }: تفاؤلا بغلبة إخوانهم من أهل الكتاب كما أن المشركين تفاءَلواْ بعكسه.  *[حُكْم المرَاهَنَة]: واعلم أن مراهنة الصديق - رضي الله تعالى عنه - مع أُبيّ بن خلف في نجاز هذا الوعد بمائة قَلُوص، وأخذه - رضي الله عنه - من تركته لا تدل على جواز العقود الفاسدة في دار الحرب لكونه قبل تحريم القمار { يَنصُرُ مَن يَشَآءُ وَهُوَ ٱلْعَزِيزُ }: بالانتقام { ٱلرَّحِيمُ }: بالنصر { وَعْدَ ٱللَّهِ }: مصدرٌ مؤكد لنفسه { لاَ يُخْلِفُ ٱللَّهُ وَعْدَهُ وَلَـٰكِنَّ أَكْثَرَ ٱلنَّاسِ لاَ يَعْلَمُونَ }: صحته { يَعْلَمُونَ ظَاهِراً مِّنَ ٱلْحَيَاةِ ٱلدُّنْيَا }: من التمتع بها لا باطنها من أنها مزرعة الآخرة، أو زائلا منها { وَهُمْ عَنِ ٱلآخِرَةِ هُمْ غَافِلُونَ * أَوَلَمْ يَتَفَكَّرُواْ }: يحدثوا التفكر { فِيۤ أَنفُسِهِمْ }: فيعلموا { مَّا خَلَقَ ٱللَّهُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضَ وَمَا بَيْنَهُمَآ إِلاَّ }: ملتبسا { بِٱلْحَقِّ }: لا عبثا { وَأَجَلٍ }: بأجل { مُّسَمًّى }: لها ينتهي عنده وهو القيامة { وَإِنَّ كَثِيراً مِّنَ ٱلنَّاسِ بِلِقَآءِ رَبِّهِمْ }: القيامة سماها بها لأنها معظم نعيمها { لَكَافِرُونَ * أَوَلَمْ يَسيرُواْ فِي ٱلأَرْضِ فَيَنظُرُواْ كَيْفَ كَانَ عَاقِبَةُ }: المكذبين { ٱلَّذِينَ مِن قَبْلِهِمْ }: كيف أهلكوا فيعتبروا { كَانُوۤاْ أَشَدَّ مِنْهُمْ قُوَّةً وَأَثَارُواْ }: قلبوا { ٱلأَرْضَ }: للزراعة { وَعَمَرُوهَآ أَكْثَرَ مِمَّا عَمَرُوهَا }: أي: أهل مكة { وَجَآءَتْهُمْ رُسُلُهُم بِٱلْبَيِّنَاتِ }: من الحجج فكذبوهم { فَمَا كَانَ ٱللَّهُ لِيَظْلِمَهُمْ }: بإهلاكهم { وَلَـٰكِن كَانُوۤاْ أَنفُسَهُمْ يَظْلِمُونَ }: بفعل ما استحقوا به { ثُمَّ كَانَ عَاقِبَةَ ٱلَّذِينَ أَسَاءُواْ }: أي: عاقبتهم بعد الإهلاك العقوبة { #1649;لسُّوۤأَىٰ }: تأنيث أسوأ لأن { أَن }: لأن { كَذَّبُواْ بِآيَاتِ ٱللَّهِ وَكَانُواْ بِهَا يَسْتَهْزِئُونَ * ٱللَّهُ يَبْدَؤُاْ }: ينشيء { ٱلْخَلْقَ ثُمَّ يُعِيدُهُ }: بعد الموت { ثُمَّ إِلَيْهِ تُرْجَعُونَ }: للجزاء { وَيَوْمَ تَقُومُ ٱلسَّاعَةُ يُبْلِسُ }: يسكت آيسا متحيرا { ٱلْمُجْرِمُونَ * وَلَمْ يَكُن لَّهُمْ مِّن شُرَكَآئِهِمْ }: الأصنام { شُفَعَاءُ وَكَانُواْ }: بعد اليأس { بِشُرَكَآئِهِمْ كَافِرِينَ * وَيَوْمَ تَقُومُ ٱلسَّاعَةُ يَوْمَئِذٍ }: للتأكيد { يَتَفَرَّقُونَ }: المؤمنون والكفار { فَأَمَّا ٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّالِحَاتِ فَهُمْ فِي رَوْضَةٍ }: أرض ذات أزهار وأنهار { يُحْبَرُونَ }: يسرون سرورا تهللت به وجوههم { وَأَمَّا ٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِآيَاتِنَا وَلِقَآءِ ٱلآخِرَةِ فَأُوْلَـٰئِكَ فِي ٱلْعَذَابِ مُحْضَرُونَ }: لا يغيبون عنه { فَسُبْحَانَ ٱللَّهِ }: أي: سبحوه أو صلوا { حِينَ تُمْسُونَ }: تدخلون في المساء، وفيه صلاتا العشاءين { وَحِينَ تُصْبِحُونَ }: فيه صلاة الصبح { وَلَهُ ٱلْحَمْدُ فِي ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ }: اعتراض أي: بحمده أهلها { وَ }: سبحوه { عَشِيّاً }: صلاة العصر { وَحِينَ تُظْهِرُونَ }: تدخلون في الظهيرة، أي: وسط النهار، أي: صلوا الظهر { يُخْرِجُ ٱلْحَيَّ }: كالإنسان { مِنَ ٱلْمَيِّتِ }: كالنطفة { وَيُخْرِجُ ٱلْمَيِّتَ }: كالنطفة { مِنَ ٱلْحَيِّ }: كإلإنسان { وَيُحْي ٱلأَرْضَ }: بالنبات { بَعْدَ مَوْتِهَا }: يبسها { وَكَذَلِكَ }: الإخراج { تُخْرَجُونَ }: إلى البعث
30,4,إلا آية: [الروم: 17]... إلى آخره. لما بشر المحسنين بالإعانة، أعقبه بما ينبيء عن تبشريهم بالنصر على الأعداء فقال { بِسمِ ٱللهِ ٱلرَّحْمٰنِ ٱلرَّحِيـمِ * الۤـمۤ * غُلِبَتِ ٱلرُّومُ }: عن مشركي فارس، وكانوا أهل الكتاب { فِيۤ أَدْنَى }: أقرب { ٱلأَرْضِ }: من العرب أي: الشام { وَهُم مِّن بَعْدِ غَلَبِهِمْ }: مغلوبيتهم { سَيَغْلِبُونَ * فِي بِضْعِ سِنِينَ }: ما بين الثلاث إلى التسع أو العشر، فغلبوا في السنة السابعة { لِلَّهِ ٱلأَمْرُ مِن قَبْلُ }: قبل غلبهم { وَمِن بَعْدُ }: بعد غلبهم { وَيَوْمَئِذٍ }: يوم يغلبون على فارِس وكان يوم بدر { يَفْرَحُ ٱلْمُؤْمِنُونَ * بِنَصْرِ ٱللَّهِ }: تفاؤلا بغلبة إخوانهم من أهل الكتاب كما أن المشركين تفاءَلواْ بعكسه.  *[حُكْم المرَاهَنَة]: واعلم أن مراهنة الصديق - رضي الله تعالى عنه - مع أُبيّ بن خلف في نجاز هذا الوعد بمائة قَلُوص، وأخذه - رضي الله عنه - من تركته لا تدل على جواز العقود الفاسدة في دار الحرب لكونه قبل تحريم القمار { يَنصُرُ مَن يَشَآءُ وَهُوَ ٱلْعَزِيزُ }: بالانتقام { ٱلرَّحِيمُ }: بالنصر { وَعْدَ ٱللَّهِ }: مصدرٌ مؤكد لنفسه { لاَ يُخْلِفُ ٱللَّهُ وَعْدَهُ وَلَـٰكِنَّ أَكْثَرَ ٱلنَّاسِ لاَ يَعْلَمُونَ }: صحته { يَعْلَمُونَ ظَاهِراً مِّنَ ٱلْحَيَاةِ ٱلدُّنْيَا }: من التمتع بها لا باطنها من أنها مزرعة الآخرة، أو زائلا منها { وَهُمْ عَنِ ٱلآخِرَةِ هُمْ غَافِلُونَ * أَوَلَمْ يَتَفَكَّرُواْ }: يحدثوا التفكر { فِيۤ أَنفُسِهِمْ }: فيعلموا { مَّا خَلَقَ ٱللَّهُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضَ وَمَا بَيْنَهُمَآ إِلاَّ }: ملتبسا { بِٱلْحَقِّ }: لا عبثا { وَأَجَلٍ }: بأجل { مُّسَمًّى }: لها ينتهي عنده وهو القيامة { وَإِنَّ كَثِيراً مِّنَ ٱلنَّاسِ بِلِقَآءِ رَبِّهِمْ }: القيامة سماها بها لأنها معظم نعيمها { لَكَافِرُونَ * أَوَلَمْ يَسيرُواْ فِي ٱلأَرْضِ فَيَنظُرُواْ كَيْفَ كَانَ عَاقِبَةُ }: المكذبين { ٱلَّذِينَ مِن قَبْلِهِمْ }: كيف أهلكوا فيعتبروا { كَانُوۤاْ أَشَدَّ مِنْهُمْ قُوَّةً وَأَثَارُواْ }: قلبوا { ٱلأَرْضَ }: للزراعة { وَعَمَرُوهَآ أَكْثَرَ مِمَّا عَمَرُوهَا }: أي: أهل مكة { وَجَآءَتْهُمْ رُسُلُهُم بِٱلْبَيِّنَاتِ }: من الحجج فكذبوهم { فَمَا كَانَ ٱللَّهُ لِيَظْلِمَهُمْ }: بإهلاكهم { وَلَـٰكِن كَانُوۤاْ أَنفُسَهُمْ يَظْلِمُونَ }: بفعل ما استحقوا به { ثُمَّ كَانَ عَاقِبَةَ ٱلَّذِينَ أَسَاءُواْ }: أي: عاقبتهم بعد الإهلاك العقوبة { #1649;لسُّوۤأَىٰ }: تأنيث أسوأ لأن { أَن }: لأن { كَذَّبُواْ بِآيَاتِ ٱللَّهِ وَكَانُواْ بِهَا يَسْتَهْزِئُونَ * ٱللَّهُ يَبْدَؤُاْ }: ينشيء { ٱلْخَلْقَ ثُمَّ يُعِيدُهُ }: بعد الموت { ثُمَّ إِلَيْهِ تُرْجَعُونَ }: للجزاء { وَيَوْمَ تَقُومُ ٱلسَّاعَةُ يُبْلِسُ }: يسكت آيسا متحيرا { ٱلْمُجْرِمُونَ * وَلَمْ يَكُن لَّهُمْ مِّن شُرَكَآئِهِمْ }: الأصنام { شُفَعَاءُ وَكَانُواْ }: بعد اليأس { بِشُرَكَآئِهِمْ كَافِرِينَ * وَيَوْمَ تَقُومُ ٱلسَّاعَةُ يَوْمَئِذٍ }: للتأكيد { يَتَفَرَّقُونَ }: المؤمنون والكفار { فَأَمَّا ٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّالِحَاتِ فَهُمْ فِي رَوْضَةٍ }: أرض ذات أزهار وأنهار { يُحْبَرُونَ }: يسرون سرورا تهللت به وجوههم { وَأَمَّا ٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِآيَاتِنَا وَلِقَآءِ ٱلآخِرَةِ فَأُوْلَـٰئِكَ فِي ٱلْعَذَابِ مُحْضَرُونَ }: لا يغيبون عنه { فَسُبْحَانَ ٱللَّهِ }: أي: سبحوه أو صلوا { حِينَ تُمْسُونَ }: تدخلون في المساء، وفيه صلاتا العشاءين { وَحِينَ تُصْبِحُونَ }: فيه صلاة الصبح { وَلَهُ ٱلْحَمْدُ فِي ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ }: اعتراض أي: بحمده أهلها { وَ }: سبحوه { عَشِيّاً }: صلاة العصر { وَحِينَ تُظْهِرُونَ }: تدخلون في الظهيرة، أي: وسط النهار، أي: صلوا الظهر { يُخْرِجُ ٱلْحَيَّ }: كالإنسان { مِنَ ٱلْمَيِّتِ }: كالنطفة { وَيُخْرِجُ ٱلْمَيِّتَ }: كالنطفة { مِنَ ٱلْحَيِّ }: كإلإنسان { وَيُحْي ٱلأَرْضَ }: بالنبات { بَعْدَ مَوْتِهَا }: يبسها { وَكَذَلِكَ }: الإخراج { تُخْرَجُونَ }: إلى البعث
