surah_number,ayah_number,tafsir_text
24,1,"قوله تعالى ذكره :  {  سورة أنزلناها } ،  إلى قوله :  {  طائفة من المومنين } .

سورة مرفوعة على إضمار مبتدأ ،  أي هذه السورة ،  وأنزلناها نعت للسورة ،  وقبح رفعها على الابتداء لأنها نكرة ،  ولا يبتدأ بالنكرات إذ لا فائدة فيها ،  وقد أجازه أبو عبيدة .

وقرأ عيسى بن عمر بالنصب على معنى :  اتل سورة ،  أو على معنى :  أنزلنا سورة أنزلناها .

ومن شدد {  فرضناها } جعله بمعنى :  فضلناها ،  فجعلنا فيها فرائض مختلفة .

وقيل :  معنى التشديد أنه فرضها على من أنزلت عليهم ،  وعلى من بعدهم إلى يوم القيامة ،  فشدد ليدل على معنى التكثير من المأمورين .

ومن خفف جعله على معنى :  أوجبنا ما فيها من الأحكام فجعلناه فرضا عليكم .  وقوله :  {  قد علمنا ما فرضنا عليهم في أزواجهم وما ملكت أيمانهم } ،  يدل على اختيار التخفيف ،  لأنه فيه معنى تكثير المأمورين ،  لأنه فرض علينا وعلى من بعدنا ومن قبلنا ،  وفيه فرائض مختلفة أيضا ،  وقد أجمع على  تخفيفه .

قال ابن عباس {  فرضناها } بيناها .

وقيل {  فرضناها } فرضنا العمل بما فيها ،  وهذا يدل على التخفيف .

وقول ابن عباس يدل على التشديد .

وقوله :  {  وأنزلنا فيها آيات بينات } ،  أي دلالات وحجج على الحق ،  واضحات لمن تأملها وآمن بها .

قال ابن جريج :  آيات بينات :  يعني الحلال ،  والحرام ،  والحدود .

{  لعلكم تذكرون } ،  أي تذكرون بهذه الآيات التي أنزل عليكم ."
24,2,"ثم قال تعالى :  {  الزانية والزاني فاجلدوا كل واحد منهما مائة جلدة } .

كل القراء على الرفع إلا  عيسى بن عمر فإنه قرأ   بالنصب ،  وهو اختيار   الخليل   وسيبويه   لأن الأمر  بالفعل أولى ،  وسائر النحويين على خلافهما   في هذا الاختيار ،  واستدل المبرد   على خلافهما ،  بإجماع الجميع على الرفع في قوله :  {  واللذان ياتيانها منكم فئاذوهما }    وإنما اختار   النحويون الرفع لأنه مبهم لا يقصد به شخص بعينه ( زنى )   ،  وتقدير   الرفع عند سيبويه والخليل  "" وفيما يتلى عليكم الزانية والزاني ،  ويحسن الرفع بالابتداء وما بعده خبره   ،  والمعنى من زنى من الرجال والنساء ،  وهو حر بكر غير محصن فاجلدوه ضربا مائة جلدة .  {  ولا تأخذكم بهما رأفة } أي رقة ،  ورحمة عند الجلد في دين الله ،  أي في طاعة الله فيما أمركم به من إقامة الحدود ،  فكل من أقام الحد . فهو ممن لا تأخذه رأفة في حدود الله   .

والرأفة من الآدميين ،  رقة القلب ،  وهي من الله تعالى رحمة وإنعام ولا يجوز عليه رقة القلب .

وقوله :  {  إن كنتم تومنون بالله واليوم الآخر } لأن   لا تقصروا في إقامة   الحدود .

{  إن كنتم مومنين } وهذا يدل على أن إقامة حدود الله من الإيمان بخلاف ما تدعيه المرجئة من أن الإيمان   قول بلا عمل .

وقال   ابن المسيب   والحسن      :  معناه لا تخففوا   الضرب ولكن أوجعوا ،  قالا :  هو الجلد الشديد .

وقيل :  معناه انزعوا الثياب عنهما قبل الجلد ،  قاله حماد   .

وقال   الزهري   :  يجتهد في حد   الزاني والفرية ،  ويخفف في حد الشارب   .

وقال   قتادة   :  يخفف في الشارب   والفرية ،  ويجتهد في الزاني فهذا حد الزاني ،  وليس في كتاب الله تعالى دلالة على كيفية   الجلد ،  ولكن أجمع   العلماء على أن الجلد بالسوط   سوط   بين السوطين .

وروي   أن عمر رضي الله عنه أتى برجل وجب عليه حد   فدعا   بسوط فقال :  إيتوني بألين منه ،  فأتي بألين منه ،  فقال :  إيتوني بأشد ،  فأوتي بسوط بين السوطين ،  فقال :  اضرب ولا ترين إبطك ،  وأعط كل عضو حقه .

والزنا من أعظم الكبائر والفواحش .

قال علي بن أبي   طالب رضي الله عنه :  بلغنا أنه يرسل يوم القيامة على الناس   ريح منتنة حتى   تؤذي كل بر وفاجر حتى إذا بلغت من الناس/كل مبلغ   ،  وكادت أن تمسك بأنفاس الناس ناداهم مناد يسمع صوته كلهم :  أتدرون ما هذه   الريح التي   آذتكم ؟  فيقولون :  لا ندري غير إنها قد بلغت منا كل مبلغ ،  فقال :  ألا إنها ريح فروج الزناة الذين لقوا الله بزناهم لم   يتوبوا منه ،  ثم ينصرف بهم ولم يذكر جنة ولا نارا   .

وهذه الآية   ناسخة للآيتين اللتين في سورة النساء ،  قوله تعالى :  {  واللاتي ياتين بالفاحشة من نسائكم }   إلى   {  رحيما }   .

ورأى   عثمان بن عفان   رضي الله عنه ،  وأبو عبيدة بن الجراح ،  وابن مسعود   والمغيرة ابن شعبة   :  أن   لا يجرد ثوب المضروب   ،  وبه قال الشعبي   والنخعي   وطاوس   وقتادة .

وعن عمر بن   عبد العزيز أنه ضرب قاذفا   مجردا .

وقال   الأوزاعي   :  الإمام مخير إن شاء نزع ،  وإن شاء ترك .  وقال مالك   :  لا تجرد المرأة ،  ويترك عليها ما يسترها .

وقال   علي بن أبي طالب رضي الله عنه :  يضرب الرجال   قياما ،  والنساء قعودا   ،  وهو قول الثوري   ،  والشافعي   وأحمد   ،  وإسحاق   .

وقال مالك :  يضرب المرأة والرجل وهما قاعدان   ،  ومنع ابن مسعود والحسن والثوري وابن حنبل من مد المضروب .

وقال الشافعي :  لا يمد ولا يترك له يد يتقي   بها ولا يربط .  وأمر   عمر بضرب امرأة ،  فقال :  اضرباها ولا تحرق   جلدها   .

وقال الحسن :  يضرب السكران ضربا غير مبرح .

وقال مالك :  يضرب ضربا لا يشق   ولا يضع سوطا فوق سوط .  قال   الشافعي :  لا يبلغ أن ينهمر   الدم في شيء من الحدود والعقوبات ؛  لأنه من أسباب التلف ،  وليس   يراد بالجلد التلف ،  إنما يراد به النكال والكفارة .

وقال   عمر ،  وعلي ،  وابن مسعود ،  يعطى كل عضو من الضرب حقه .  قال   الشافعي :  ويترك الجلاد في الوجه والفرج   .

وقال الشافعي :  يجلد العليل المضني بأنكول   النخل ،  ولم يرد ذلك مالك ،  ولا أرى أنه يبرئ الرجل من يمينه إذا حلف على ضربات   وإن كان فيه قضبان كثيرة .

وثبت عن النبي صلى الله عليه وسلم   :  نفي البكر   ،  والزاني بعد جلد مائة ،  وكذلك فعل أبو بكر   ،  وعمر ،  وعثمان ،  وعلي .

وروي   ذلك   عن ابن عمر   ،  وأبي بن كعب   ،  وبه قال عطاء   ،  وطاووس ،  ومالك ،  والثوري ،  وابن أبي ليلى   ،  وأحمد ،  وإسحاق ،  وأبو ثور   .

وروي   عن ابن عمر أنه رأى نفي المملوك البكر   إذا زنى   ،  وهو قول الشافعي ،  وأبي ثور .

وقال   الشافعي   ،  وحماد بن أبي   سليمان ،  ومالك ،  وأحمد ،  وإسحاق :  لا نفي على المملوك .

ونفى   عمر إلى فدك .

وقال   الشعبي :  ينفى الزاني عن عمله إلى عمل   غير عمله   .

وقال ابن أبي ليلى :  ينفى   سنة إلى بلد غير البلد الذي فجر فيه .

وقال مالك :  يغرب عاما في بلد يحبس فيه لئلا   يرجع إلى البلد الذي نفي منه .

ثم قال تعالى :  {  وليشهد عذابهما طائفة من المومنين } .

قال   مجاهد   وابن أبي نجيح   :  أقل الطائفة رجل ،  وكذلك قال النخعي .

وقال   الحسن ،  والشعبي :  الطائفة رجل فما زاد .

وقال   عطاء ،  وعكرمة   :  أقل   الطائفة هما رجلان .

وقال   الزهري :  الطائفة ثلاثا   فصاعدا .

وقال   قتادة :  هم نفر من المسلمين .

وقال   ابن زيد :  الطائفة هنا أربعة ،  وكذا قال   :  مالك ،  والليث   .  وإنما جعلت   الطائفة أربعة ليشهدوا أنه محدود على الزنا متى قذفه أحد بالزنا ،  فسقط   حد القذف عن القاذف بتلك الشهادة ،  والزنا لا يقبل فيه أقل من أربعة ،  ومنع   الزجاج   أن تكون الطائفة واحدا ،  لأن معناها معنى الجماعة ،  ولا تكون الجماعة لأقل من اثنين ،  واختار   الطبري   قول من رأى أن   أقل الطائفة رجل   واحد .

قال :  واستحب أن لا يقصر على أربعة عدد   ،  من   تقبل شهادته على ذلك   لأنه إجماع .

وأجاز جماعة من أهل اللغة أن يقال   للواحد طائفة ،  وللجماعة طائفة ،  لأن معنى طائفة :  قطعة ،  يقول   :  أكلت طائفة من الشاة ،  أي قطعة منها .

واستدل من قال   :  إن الطائفة تقع على الواحد بقوله   تعالى :  {  فلولا نفر من كل فرقة منهم طائفة }   ولم يختلف أن الواحد إذا   نفر من جماعة لطلب العلم والتفهم/في الدين :  أنه يجزئ :  فهو طائفة   ."
24,3,"قوله تعالى ذكره :  {  الزاني لا ينكح إلا زانية أو مشركة } ،  إلى قوله {  على المومنين }  .

هذه الآية نزلت في قوم من المؤمنين استأذنوا النبي صلى الله عليه وسلم في نكاح نسوة من أهل الشرك معروفات ،  كن يكرين أنفسهن للزنا ،  فأنزل الله تعالى تحريمهن على المؤمنين فقال :  الزاني من المؤمنين لا يتزوج امرأة من أولئك البغايا ،  فإن تزوجها فإنما يتزوج زانية أو مشركة لأنهن كن مشركات ،  والزانية من أولئك البغايا لا ينكحها إلا زان من المؤمنين أو مشرك مثلها .

{  وحرم ذلك على المؤمنين }  ،  أي حرم الله نكاحهن على المؤمنين .

قال ابن عمر :  استأذن رجل من المؤمنين النبي صلى الله عليه وسلم في امرأة يقال لها :  أم مهزول كانت تسافح وتشترط له أن تنفق عليه فنزلت الآية .

قال مجاهد ،  وقتادة ،  والزهري :  نزلت الآية في نساء معلوم منهن الزنا في الجاهلية ،  فأراد ناس من المسلمين نكاحهن ،  فالآية على هذا القول مخصوصة محكمة في نساء بأعينهن .

وقال الحسن :  معنى الآية :  الزاني المجلود لا ينكح إلا زانية مجلودة أو مشركة ،  وكذا الزانية .  وهو مذهبه .

وروي عن أبي هريرة أن النبي صلى الله عليه وسلم قال :  الزاني المجلود لا ينكح إلا مثله .

فعلى قول الحسن تكون المشركة هنا يراد بها الكتابية ،  وليس على هذا القول أحد من فقهاء الأمصار ،  والحديث عندهم منسوخ بإنكاح الأيامى في القرآن .

قال أحمد بن يحيى :  حقيقة النكاح الوطء .

تقول العرب :  أنكحت الأرض الحنطة ،  وأنكر هذا أبو إسحاق وقال :  النكاح ليس هو الوطء ،  إنما هو عقده .

وقيل الآية محكمة ،  والمعنى الزاني المشهور ثلاثا لا يحل لمؤمنة أن تتزوجه ،  والزانية المشهورة بالزنا لا يحل لمؤمن أن يتزوجها .

وقيل :  هو منسوخ بإجماع المسلمين ،  إن المؤمن الزاني لا يحل له نكاح مشركة ولا لغير زان ،  وكذلك الزانية المؤمنة لا يحل لها نكاح مشرك أي زواجه بإجماع ."
24,4,"قوله تعالى ذكره :  {  والذين يرمون المحصنات ثم لم يأتوا بأربعة شهداء }  ،  إلى قوله :  {  له عذاب عظيم }  .

أي والذين يشتمون العفائف من الحرائر المسلمات/فيرمونهن بالزنا ثم لم يأتوا على ما رموهن به من ذلك بأربعة شهداء عدول يشهدون عليهن بالزنا ،  {  فاجلدوهم ثمانين جلدة ولا تقبلوا لهم شهادة أبدا وأولئك هم الفاسقون }  ،  أي الخارجون عن أمر الله وطاعته ،  ومعنى أبدا مدة حياتهم ،  ووقع اللفظ على رمي النساء ،  ورمي الرجال مثل ذلك ،  كما وقع الحكم على رمي الرجال في قوله :  {  والذين يرمون المحصنات }  ،  والنساء كذلك يحددن إن قذفن .

وقيل إن المعنى :  والذين يرمون الأنفس المحصنات فهو للرجال والنساء .  وهذه الآية نزلت في الذين رموا عائشة رضي الله عنها بما رموها به من الإفك ،  قاله ابن جبير .

وقال الضحاك :  هي في نساء المسلمين .

وقال ابن زيد :  الفاسقون :  الكاذبون .

ومعنى الإحصان هنا العفة ."
24,5,"ثم قال تعالى :  {  إلا الذين تابوا من بعد ذلك وأصلحوا فإن الله غفور رحيم }  .

أي إلا من تاب من بعد قذفه ،  وأخذ الحد منه وهو استثناء من قوله :

{  ولا تقبلوا لهم شهادة أبدا }  ،  فإذا تاب قبلت شهادته وهو مذهب أكثر الفقهاء منهم :  الشعبي ،  والزهري ،  وأبو الزناد ،  ومالك ،  والشافعي ،  وأحمد ،  وإسحاق ،  وأبو ثور ،  وأبو عبيد وهو قول عمر بن الخطاب ،  وابن أبي طلحة عن ابن عباس ،  وعطاء ،  ومجاهد ،  وطاوس ،  وبه قال عمر بن عبد العزيز ،  وعبد الله بن عتبة ،  وابن المسيب .

وقال شريح :  لا تجوز شهادته وإن تاب ،  يجعل الاستثناء من الفاسقين لأنه قد منع قبول شهادته بالأبد ،  فلا تقبل أبدا .

وروي عن النبي صلى الله عليه وسلم أنه قال :  لا تجوز شهادة محدود في الإسلام ،  وبهذا القول يقول ابن عباس في رواية عطاء عنه ،  وبه قال سعيد بن جبير ،  والنخعي والثوري ،  وأصحاب الرأي .  فيكون أبدا وقف على قول من قال :  لا تقبل  شهادته ولا يوقف عليه ،  وعلى قول من قال :  تقبل إذا تاب .

واحتج الشافعي على من منع قبول شهادته إذا تاب بأنهم يقبلونها إذا تاب قبل أن يحد ،  فينبغي إذا حد أن يكون قبولها أولى ،  لأن الحدود كفارات للذنوب ،  وهم كلهم يقبلون شهادة المحدود في الزنا ،  وشرب الخمر ،  والمسكر إذا تاب ،  وكذلك الزنديق ،  والمشرك .

وقد قال تعالى :  {  إلا الذين تابوا }  ،  فهو راجع إلى كل من تقدم ذكره ،  إلا أن يأتي خبر يدل على الخصوص ."
24,6,"ثم قال تعالى :  {  والذين يرمون أزواجهم ولم يكن لهم شهداء إلا أنفسهم فشهادة أحدهم أربع شهادات بالله إنه لمن الصادقين } .

ارتفعت الشهادة بالابتداء ،  أي فعليه أن يشهد أربع شهادات بالله ،  وكسرت إن في  "" إنه لمن ""  ،  و "" إنها لمن ""  لأنها جواب القسم .

وقوله :   "" أربع ""  من نصبه أعمل فيه فشهادة أحدهم ،  لأن التقدير :  فإن شهد أحدهما أربع شهادات بالله فهو مصدر ولا يحسن أن يكون مفعولا به ،  لأن شهد لا يتعدى إلا أن يكون من الحضور نحو :  شهدت العيد أي حضرته ،  ومعنى الآية والذين يرمون نساءهم بالزنا ،  وليس لهم من يشهد بصحة قولهم فالذي يقوم مقام الشهداء في دفع الحد عنه أن يحلف بالله أربعة أيمان أنه صادق في قوله فيها ،  يقول :  أشهد بالله إني لصادق أربع مرات .

وقيل :  بل يقول :  بالله الذي لا إله إلا هو أربع مرات أنه رأى رجلا جامع امرأته ،  ويقول في الخامسة :  اللهم العنّي إن كنت كذبت عليها ،"
24,7,"وقيل :  بل يقول في الخامسة :  لعنة الله عليه إن كان كاذبا عليها ومن نصب الخامسة عطفها على أربع شهادات ،  وتقديره :  ويشهد الشهادة الخامسة أن لعنة الله عليه إن كان كاذبا فيما رماها به من الزنا ،  والذي يزيل عنها حد الزنا أن تحلف أيضا بعد يمينه أربع شهادات أنه لكاذب عليها ،  وتقول في الخامسة :  غضب الله/عليها إن كان صادقا في قوله .  وهذه الآية نزلت في هلال بن أمية رجل من الأنصار وغيره رأوا زنا نسائهم وتيقنوه فأتوا النبي عليه السلام فأخبروه ،  فشق ذلك على النبي وهمّ بحدهم على القذف ،  فأنزل الله ما يقوم مقام الحد لمن لم يكن عنده شهداء ،  فدعا رسول الله بامرأة هلال ،  فتلا عنا بين يديه ففرق رسول الله بينهما ،  وقضى بالولد لأمه ولا يدعى لأب .

قال ابن عباس :  ولا يجتمعان أبدا فمن لم يحلف منهما أقيم عليه الحد ."
24,8,"وقوله :  {  ويدرؤا عنها العذاب } ،  يعني الحد أي يدفع عنها حد الزانية شهادتها بالله أربع شهادات أنه لمن الكاذبين ،  والخامسة أن غضب الله عليها إن كان من الصادقين .

وقيل :  العذاب هنا :  الرجم ،  ومعناه العذاب الذي عهدتم من فعل نبيكم ،  ولذلك أتى بالألف واللام .

وقيل :  هو الجلد إن كانت غير محصنة ،  والرجم إن كانت محصنة ،  ولو امتنعت هي أو هو من الخامسة لوجب الحد ،  ولا يجب عليها الحد إلا إذا امتنعت من الالتعان  بعد التعان الزوج أو من الخامسة ،  لأن التعان الزوج قد جعله الله يقوم مقام أربعة شهداء ،  فكما يلزمها الحد لو أتى بأربعة شهداء كذلك يلزمها إن التعن .

فإن التعنت هي دفع ذلك عنها الحد ،  ولا يكون لعان إلا أن يقول :  رأيت بعيني أو ينكر الحمل ،  ويدعي الاستبراء قبله ،  أو ينكر ولدا فإن أنكر الحمل فولدت لأقل من ستة أشهر فلا لعان بينهما وعليها الحد ،  فإذا تلاعنا فرق بينهما ،  ولم يلحقه الولد ولا يتزوجها أبدا .  فإن اعترف بعد ذلك بالولد لحق به وحُدّ حَدّ الفرية .  وإذا امتنعت من الالتعان أو من الخامسة فحُدّت بالرجم ورثها زوجها وإن كان لم يدخل بها فحدت بالجلد بقيا على نكاحهما ،  وإنما يسقط الميراث ،  ويقع الفراق بإكمالها للالتعان ."
24,9,/ت8
24,10,ثم قال تعالى :  {  ولولا فضل الله عليكم ورحمته وأن الله تواب رحيم } ،  جواب لولا محذوف أي :  ولولا فضل الله عليكم ورحمته بكم لعاجلكم بالعقوبة على معاصيكم ،  لأن الله تواب يتوب على من تاب إليه من الزنا ومن غيره ،  حكيم في تدبيره .
